Clusters	Supercluster	roi	regions	n_cells_cluster	n_cells_roi	n_cells_region
131	Upper-layer intratelencephalic	Human LEC	Temporal_cortex	1	29852	403268
131	Upper-layer intratelencephalic	Human MoRF-MoEN	Medulla	1	13984	47114
131	Upper-layer intratelencephalic	Human PTR	Midbrain	1	23580	127333
131	Upper-layer intratelencephalic	Human MN	Hypothalamus	1	17272	110066
131	Upper-layer intratelencephalic	Human MEC	Temporal_cortex	1	46874	403268
132	Miscellaneous	Human A29-A30	Limbic_cortex	447	31649	125352
132	Miscellaneous	Human Pro	Occipital_cortex	25	25284	112307
132	Miscellaneous	Human SC	Midbrain	4	27156	127333
132	Miscellaneous	Human Sub	Hippocampus	3	27772	237728
132	Miscellaneous	Human A46	Frontal_cortex	1	27923	310434
132	Miscellaneous	Human V2	Occipital_cortex	1	29649	112307
132	Miscellaneous	Human V1C	Occipital_cortex	3	30599	112307
132	Miscellaneous	Human A23	Limbic_cortex	1	32979	125352
132	Miscellaneous	Human M1C	Frontal_cortex	6	110246	310434
132	Miscellaneous	Human CA1-2R	Hippocampus	1	9696	237728
133	Upper-layer intratelencephalic	Human V1C	Occipital_cortex	12638	30599	112307
133	Upper-layer intratelencephalic	Human Pro	Occipital_cortex	2943	25284	112307
133	Upper-layer intratelencephalic	Human V2	Occipital_cortex	3536	29649	112307
133	Upper-layer intratelencephalic	Human M1C	Frontal_cortex	477	110246	310434
133	Upper-layer intratelencephalic	Human A1C	Temporal_cortex	247	30175	403268
133	Upper-layer intratelencephalic	Human A29-A30	Limbic_cortex	56	31649	125352
133	Upper-layer intratelencephalic	Human S1C	Parietal_cortex	35	35453	143001
133	Upper-layer intratelencephalic	Human Ig	Temporal_cortex	64	35308	403268
133	Upper-layer intratelencephalic	Human TF	Temporal_cortex	8	29403	403268
133	Upper-layer intratelencephalic	Human LG	Thalamus	1	40223	212413
133	Upper-layer intratelencephalic	Human STG	Temporal_cortex	41	27340	403268
133	Upper-layer intratelencephalic	Human A5-A7	Parietal_cortex	15	32527	143001
133	Upper-layer intratelencephalic	Human A23	Limbic_cortex	6	32979	125352
133	Upper-layer intratelencephalic	Human A19	Occipital_cortex	4	26775	112307
133	Upper-layer intratelencephalic	Human A40	Parietal_cortex	1	35993	143001
133	Upper-layer intratelencephalic	Human MTG	Temporal_cortex	3	85093	403268
133	Upper-layer intratelencephalic	Human MEC	Temporal_cortex	1	46874	403268
133	Upper-layer intratelencephalic	Human MN	Hypothalamus	1	17272	110066
133	Upper-layer intratelencephalic	Human A43	Parietal_cortex	1	39028	143001
133	Upper-layer intratelencephalic	Human A13	Frontal_cortex	3	32634	310434
133	Upper-layer intratelencephalic	Human TH-TL	Limbic_cortex	1	32230	125352
133	Upper-layer intratelencephalic	Human Cla	BasalForebrain	2	27853	186315
133	Upper-layer intratelencephalic	Human A32	Frontal_cortex	1	22757	310434
133	Upper-layer intratelencephalic	Human A44-A45	Frontal_cortex	1	35694	310434
134	Upper-layer intratelencephalic	Human A19	Occipital_cortex	437	26775	112307
134	Upper-layer intratelencephalic	Human ITG	Temporal_cortex	178	26596	403268
134	Upper-layer intratelencephalic	Human A1C	Temporal_cortex	684	30175	403268
134	Upper-layer intratelencephalic	Human A29-A30	Limbic_cortex	990	31649	125352
134	Upper-layer intratelencephalic	Human M1C	Frontal_cortex	1577	110246	310434
134	Upper-layer intratelencephalic	Human STG	Temporal_cortex	265	27340	403268
134	Upper-layer intratelencephalic	Human V2	Occipital_cortex	925	29649	112307
134	Upper-layer intratelencephalic	Human A5-A7	Parietal_cortex	529	32527	143001
134	Upper-layer intratelencephalic	Human MTG	Temporal_cortex	1135	85093	403268
134	Upper-layer intratelencephalic	Human Pir	Paleocortex	58	32175	61436
134	Upper-layer intratelencephalic	Human A13	Frontal_cortex	415	32634	310434
134	Upper-layer intratelencephalic	Human V1C	Occipital_cortex	294	30599	112307
134	Upper-layer intratelencephalic	Human Pro	Occipital_cortex	508	25284	112307
134	Upper-layer intratelencephalic	Human A43	Parietal_cortex	540	39028	143001
134	Upper-layer intratelencephalic	Human A40	Parietal_cortex	432	35993	143001
134	Upper-layer intratelencephalic	Human S1C	Parietal_cortex	330	35453	143001
134	Upper-layer intratelencephalic	Human TF	Temporal_cortex	258	29403	403268
134	Upper-layer intratelencephalic	Human Sub	Hippocampus	55	27772	237728
134	Upper-layer intratelencephalic	Human A44-A45	Frontal_cortex	661	35694	310434
134	Upper-layer intratelencephalic	Human Ig	Temporal_cortex	492	35308	403268
134	Upper-layer intratelencephalic	Human A23	Limbic_cortex	578	32979	125352
134	Upper-layer intratelencephalic	Human AON	Paleocortex	7	29261	61436
134	Upper-layer intratelencephalic	Human A38	Temporal_cortex	23	34466	403268
134	Upper-layer intratelencephalic	Human A46	Frontal_cortex	475	27923	310434
134	Upper-layer intratelencephalic	Human TH-TL	Limbic_cortex	73	32230	125352
134	Upper-layer intratelencephalic	Human Idg	Temporal_cortex	15	36450	403268
134	Upper-layer intratelencephalic	Human A32	Frontal_cortex	94	22757	310434
134	Upper-layer intratelencephalic	Human A14	Frontal_cortex	19	13473	310434
134	Upper-layer intratelencephalic	Human A25	Frontal_cortex	11	35100	310434
134	Upper-layer intratelencephalic	Human BM	Amygdala	7	26270	185429
134	Upper-layer intratelencephalic	Human ETH	Thalamus	1	22261	212413
134	Upper-layer intratelencephalic	Human CaB	BasalForebrain	1	29889	186315
134	Upper-layer intratelencephalic	Human IC	Midbrain	1	27978	127333
134	Upper-layer intratelencephalic	Human Cla	BasalForebrain	24	27853	186315
134	Upper-layer intratelencephalic	Human GPi	BasalForebrain	1	1511	186315
134	Upper-layer intratelencephalic	Human ACC	Limbic_cortex	2	28494	125352
135	Upper-layer intratelencephalic	Human A1C	Temporal_cortex	2128	30175	403268
135	Upper-layer intratelencephalic	Human MTG	Temporal_cortex	1738	85093	403268
135	Upper-layer intratelencephalic	Human TF	Temporal_cortex	607	29403	403268
135	Upper-layer intratelencephalic	Human ACC	Limbic_cortex	971	28494	125352
135	Upper-layer intratelencephalic	Human A14	Frontal_cortex	391	13473	310434
135	Upper-layer intratelencephalic	Human A32	Frontal_cortex	707	22757	310434
135	Upper-layer intratelencephalic	Human ITG	Temporal_cortex	336	26596	403268
135	Upper-layer intratelencephalic	Human AON	Paleocortex	203	29261	61436
135	Upper-layer intratelencephalic	Human A43	Parietal_cortex	1102	39028	143001
135	Upper-layer intratelencephalic	Human A25	Frontal_cortex	978	35100	310434
135	Upper-layer intratelencephalic	Human A46	Frontal_cortex	933	27923	310434
135	Upper-layer intratelencephalic	Human STG	Temporal_cortex	1266	27340	403268
135	Upper-layer intratelencephalic	Human A23	Limbic_cortex	1239	32979	125352
135	Upper-layer intratelencephalic	Human A19	Occipital_cortex	516	26775	112307
135	Upper-layer intratelencephalic	Human A40	Parietal_cortex	905	35993	143001
135	Upper-layer intratelencephalic	Human FI	Frontal_cortex	908	32607	310434
135	Upper-layer intratelencephalic	Human A44-A45	Frontal_cortex	1038	35694	310434
135	Upper-layer intratelencephalic	Human BM	Amygdala	144	26270	185429
135	Upper-layer intratelencephalic	Human M1C	Frontal_cortex	3017	110246	310434
135	Upper-layer intratelencephalic	Human Ig	Temporal_cortex	1567	35308	403268
135	Upper-layer intratelencephalic	Human A13	Frontal_cortex	838	32634	310434
135	Upper-layer intratelencephalic	Human S1C	Parietal_cortex	1063	35453	143001
135	Upper-layer intratelencephalic	Human Idg	Temporal_cortex	864	36450	403268
135	Upper-layer intratelencephalic	Human TH-TL	Limbic_cortex	738	32230	125352
135	Upper-layer intratelencephalic	Human A29-A30	Limbic_cortex	141	31649	125352
135	Upper-layer intratelencephalic	Human A5-A7	Parietal_cortex	954	32527	143001
135	Upper-layer intratelencephalic	Human Cla	BasalForebrain	487	27853	186315
135	Upper-layer intratelencephalic	Human A38	Temporal_cortex	656	34466	403268
135	Upper-layer intratelencephalic	Human Sub	Hippocampus	287	27772	237728
135	Upper-layer intratelencephalic	Human A35-A36	Temporal_cortex	246	21708	403268
135	Upper-layer intratelencephalic	Human LEC	Temporal_cortex	123	29852	403268
135	Upper-layer intratelencephalic	Human SI	BasalForebrain	58	33357	186315
135	Upper-layer intratelencephalic	Human V1C	Occipital_cortex	10	30599	112307
135	Upper-layer intratelencephalic	Human V2	Occipital_cortex	255	29649	112307
135	Upper-layer intratelencephalic	Human Pir	Paleocortex	226	32175	61436
135	Upper-layer intratelencephalic	Human SEP	BasalForebrain	212	20447	186315
135	Upper-layer intratelencephalic	Human La	Amygdala	20	24560	185429
135	Upper-layer intratelencephalic	Human BNST	Amygdala	5	31259	185429
135	Upper-layer intratelencephalic	Human Pro	Occipital_cortex	289	25284	112307
135	Upper-layer intratelencephalic	Human HTHso	Hypothalamus	34	9535	110066
135	Upper-layer intratelencephalic	Human VA	Thalamus	2	4235	212413
135	Upper-layer intratelencephalic	Human PAG-DR	Midbrain	2	10665	127333
135	Upper-layer intratelencephalic	Human CA1U-CA2U-CA3U	Hippocampus	4	31168	237728
135	Upper-layer intratelencephalic	Human ETH	Thalamus	1	22261	212413
135	Upper-layer intratelencephalic	Human CEN	Amygdala	22	30013	185429
135	Upper-layer intratelencephalic	Human SC	Midbrain	3	27156	127333
135	Upper-layer intratelencephalic	Human CoA	Amygdala	10	8288	185429
135	Upper-layer intratelencephalic	Human BL	Amygdala	1	30681	185429
135	Upper-layer intratelencephalic	Human MEC	Temporal_cortex	1	46874	403268
135	Upper-layer intratelencephalic	Human NAC	BasalForebrain	1	27406	186315
135	Upper-layer intratelencephalic	Human MN	Hypothalamus	1	17272	110066
136	Deep-layer intratelencephalic	Human CoA	Amygdala	83	8288	185429
136	Deep-layer intratelencephalic	Human AON	Paleocortex	43	29261	61436
136	Deep-layer intratelencephalic	Human Pir	Paleocortex	8	32175	61436
136	Deep-layer intratelencephalic	Human HTHso	Hypothalamus	13	9535	110066
136	Deep-layer intratelencephalic	Human A25	Frontal_cortex	2	35100	310434
136	Deep-layer intratelencephalic	Human A38	Temporal_cortex	1	34466	403268
136	Deep-layer intratelencephalic	Human Cla	BasalForebrain	1	27853	186315
136	Deep-layer intratelencephalic	Human M1C	Frontal_cortex	1	110246	310434
137	Deep-layer intratelencephalic	Human Ig	Temporal_cortex	676	35308	403268
137	Deep-layer intratelencephalic	Human TH-TL	Limbic_cortex	490	32230	125352
137	Deep-layer intratelencephalic	Human Idg	Temporal_cortex	578	36450	403268
137	Deep-layer intratelencephalic	Human A25	Frontal_cortex	921	35100	310434
137	Deep-layer intratelencephalic	Human A13	Frontal_cortex	1001	32634	310434
137	Deep-layer intratelencephalic	Human S1C	Parietal_cortex	415	35453	143001
137	Deep-layer intratelencephalic	Human V2	Occipital_cortex	525	29649	112307
137	Deep-layer intratelencephalic	Human ACC	Limbic_cortex	754	28494	125352
137	Deep-layer intratelencephalic	Human A46	Frontal_cortex	462	27923	310434
137	Deep-layer intratelencephalic	Human A44-A45	Frontal_cortex	629	35694	310434
137	Deep-layer intratelencephalic	Human CA1R-CA2R-CA3R	Hippocampus	75	21695	237728
137	Deep-layer intratelencephalic	Human SI	BasalForebrain	43	33357	186315
137	Deep-layer intratelencephalic	Human FI	Frontal_cortex	694	32607	310434
137	Deep-layer intratelencephalic	Human V1C	Occipital_cortex	598	30599	112307
137	Deep-layer intratelencephalic	Human M1C	Frontal_cortex	818	110246	310434
137	Deep-layer intratelencephalic	Human A38	Temporal_cortex	368	34466	403268
137	Deep-layer intratelencephalic	Human TF	Temporal_cortex	552	29403	403268
137	Deep-layer intratelencephalic	Human Cla	BasalForebrain	185	27853	186315
137	Deep-layer intratelencephalic	Human A1C	Temporal_cortex	531	30175	403268
137	Deep-layer intratelencephalic	Human Pro	Occipital_cortex	591	25284	112307
137	Deep-layer intratelencephalic	Human A43	Parietal_cortex	603	39028	143001
137	Deep-layer intratelencephalic	Human A19	Occipital_cortex	384	26775	112307
137	Deep-layer intratelencephalic	Human MTG	Temporal_cortex	1332	85093	403268
137	Deep-layer intratelencephalic	Human A14	Frontal_cortex	387	13473	310434
137	Deep-layer intratelencephalic	Human A5-A7	Parietal_cortex	449	32527	143001
137	Deep-layer intratelencephalic	Human HTHso	Hypothalamus	70	9535	110066
137	Deep-layer intratelencephalic	Human CoA	Amygdala	36	8288	185429
137	Deep-layer intratelencephalic	Human AON	Paleocortex	374	29261	61436
137	Deep-layer intratelencephalic	Human A40	Parietal_cortex	510	35993	143001
137	Deep-layer intratelencephalic	Human Sub	Hippocampus	258	27772	237728
137	Deep-layer intratelencephalic	Human MEC	Temporal_cortex	89	46874	403268
137	Deep-layer intratelencephalic	Human A32	Frontal_cortex	284	22757	310434
137	Deep-layer intratelencephalic	Human LEC	Temporal_cortex	84	29852	403268
137	Deep-layer intratelencephalic	Human Pir	Paleocortex	164	32175	61436
137	Deep-layer intratelencephalic	Human SEP	BasalForebrain	139	20447	186315
137	Deep-layer intratelencephalic	Human BM	Amygdala	109	26270	185429
137	Deep-layer intratelencephalic	Human A29-A30	Limbic_cortex	175	31649	125352
137	Deep-layer intratelencephalic	Human ITG	Temporal_cortex	352	26596	403268
137	Deep-layer intratelencephalic	Human A23	Limbic_cortex	444	32979	125352
137	Deep-layer intratelencephalic	Human CEN	Amygdala	53	30013	185429
137	Deep-layer intratelencephalic	Human STG	Temporal_cortex	463	27340	403268
137	Deep-layer intratelencephalic	Human SC	Midbrain	3	27156	127333
137	Deep-layer intratelencephalic	Human HTHma	Hypothalamus	1	9022	110066
137	Deep-layer intratelencephalic	Human A35-A36	Temporal_cortex	53	21708	403268
137	Deep-layer intratelencephalic	Human CMN	Amygdala	2	34358	185429
137	Deep-layer intratelencephalic	Human CM-Pf	Thalamus	1	15984	212413
137	Deep-layer intratelencephalic	Human BNST	Amygdala	1	31259	185429
137	Deep-layer intratelencephalic	Human Pu	BasalForebrain	1	30723	186315
137	Deep-layer intratelencephalic	Human La	Amygdala	6	24560	185429
137	Deep-layer intratelencephalic	Human CA1U-CA2U-CA3U	Hippocampus	4	31168	237728
138	Upper-layer intratelencephalic	Human TF	Temporal_cortex	2495	29403	403268
138	Upper-layer intratelencephalic	Human A5-A7	Parietal_cortex	2115	32527	143001
138	Upper-layer intratelencephalic	Human A40	Parietal_cortex	2637	35993	143001
138	Upper-layer intratelencephalic	Human HTHso	Hypothalamus	24	9535	110066
138	Upper-layer intratelencephalic	Human A29-A30	Limbic_cortex	1092	31649	125352
138	Upper-layer intratelencephalic	Human Cla	BasalForebrain	623	27853	186315
138	Upper-layer intratelencephalic	Human M1C	Frontal_cortex	1663	110246	310434
138	Upper-layer intratelencephalic	Human ITG	Temporal_cortex	2371	26596	403268
138	Upper-layer intratelencephalic	Human Pro	Occipital_cortex	1923	25284	112307
138	Upper-layer intratelencephalic	Human BM	Amygdala	639	26270	185429
138	Upper-layer intratelencephalic	Human AON	Paleocortex	445	29261	61436
138	Upper-layer intratelencephalic	Human A43	Parietal_cortex	2249	39028	143001
138	Upper-layer intratelencephalic	Human STG	Temporal_cortex	1605	27340	403268
138	Upper-layer intratelencephalic	Human A13	Frontal_cortex	1954	32634	310434
138	Upper-layer intratelencephalic	Human Sub	Hippocampus	658	27772	237728
138	Upper-layer intratelencephalic	Human S1C	Parietal_cortex	1488	35453	143001
138	Upper-layer intratelencephalic	Human Ig	Temporal_cortex	2266	35308	403268
138	Upper-layer intratelencephalic	Human A44-A45	Frontal_cortex	2509	35694	310434
138	Upper-layer intratelencephalic	Human A38	Temporal_cortex	1893	34466	403268
138	Upper-layer intratelencephalic	Human A14	Frontal_cortex	633	13473	310434
138	Upper-layer intratelencephalic	Human FI	Frontal_cortex	812	32607	310434
138	Upper-layer intratelencephalic	Human CoA	Amygdala	11	8288	185429
138	Upper-layer intratelencephalic	Human SEP	BasalForebrain	66	20447	186315
138	Upper-layer intratelencephalic	Human MTG	Temporal_cortex	8306	85093	403268
138	Upper-layer intratelencephalic	Human TH-TL	Limbic_cortex	1834	32230	125352
138	Upper-layer intratelencephalic	Human A1C	Temporal_cortex	1321	30175	403268
138	Upper-layer intratelencephalic	Human A19	Occipital_cortex	2610	26775	112307
138	Upper-layer intratelencephalic	Human A35-A36	Temporal_cortex	748	21708	403268
138	Upper-layer intratelencephalic	Human A23	Limbic_cortex	1833	32979	125352
138	Upper-layer intratelencephalic	Human A46	Frontal_cortex	1575	27923	310434
138	Upper-layer intratelencephalic	Human A25	Frontal_cortex	803	35100	310434
138	Upper-layer intratelencephalic	Human A32	Frontal_cortex	634	22757	310434
138	Upper-layer intratelencephalic	Human Idg	Temporal_cortex	1284	36450	403268
138	Upper-layer intratelencephalic	Human Pir	Paleocortex	355	32175	61436
138	Upper-layer intratelencephalic	Human PTR	Midbrain	1	23580	127333
138	Upper-layer intratelencephalic	Human ACC	Limbic_cortex	244	28494	125352
138	Upper-layer intratelencephalic	Human LEC	Temporal_cortex	280	29852	403268
138	Upper-layer intratelencephalic	Human V2	Occipital_cortex	3033	29649	112307
138	Upper-layer intratelencephalic	Human CA1U-CA2U-CA3U	Hippocampus	18	31168	237728
138	Upper-layer intratelencephalic	Human ETH	Thalamus	1	22261	212413
138	Upper-layer intratelencephalic	Human CEN	Amygdala	18	30013	185429
138	Upper-layer intratelencephalic	Human La	Amygdala	4	24560	185429
138	Upper-layer intratelencephalic	Human SI	BasalForebrain	6	33357	186315
138	Upper-layer intratelencephalic	Human V1C	Occipital_cortex	1156	30599	112307
138	Upper-layer intratelencephalic	Human MoSR	Medulla	1	7147	47114
138	Upper-layer intratelencephalic	Human HTHma	Hypothalamus	4	9022	110066
138	Upper-layer intratelencephalic	Human PnRF	Pons	1	16035	106554
138	Upper-layer intratelencephalic	Human PAG-DR	Midbrain	2	10665	127333
138	Upper-layer intratelencephalic	Human IC	Midbrain	1	27978	127333
138	Upper-layer intratelencephalic	Human MD	Thalamus	1	17500	212413
138	Upper-layer intratelencephalic	Human CA4C-DGC	Hippocampus	1	36588	237728
138	Upper-layer intratelencephalic	Human PnEN	Pons	1	25136	106554
138	Upper-layer intratelencephalic	Human BNST	Amygdala	1	31259	185429
