roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
DTg	360	5	0.000191607587660471	Pons	Pons	Splatter	31	Splatter	Pons
PnRF	360	1	2.01971239295524e-05	Pons	Pons	Splatter	31	Splatter	Pons
PAG-DR	360	5	0.000354760891159359	Midbrain	Midbrain	Splatter	31	Splatter	MidB
LG	360	1	2.04683150483052e-05	Thalamus	Thalamus	Splatter	31	Splatter	Thal
SN-RN	360	2	4.07249032783547e-05	Midbrain	Midbrain	Splatter	31	Splatter	MidB
IC	361	33	0.00102148207763264	Midbrain	Midbrain	Splatter	32	Splatter	MidB
PAG-DR	361	77	0.00546331772385412	Midbrain	Midbrain	Splatter	32	Splatter	MidB
PAG	361	159	0.00470497721489022	Midbrain	Midbrain	Splatter	32	Splatter	MidB
MG	361	49	0.00344439758189231	Thalamus	Thalamus	Splatter	32	Splatter	Thal
PTR	361	529	0.0204444444444444	Midbrain	Midbrain	Splatter	32	Splatter	MidB
ETH	361	95	0.00390512599169647	Thalamus	Thalamus	Splatter	32	Splatter	Thal
SN	361	7	0.000117637173346778	Midbrain	Midbrain	Splatter	32	Splatter	MidB
SN-RN	361	66	0.00134392180818571	Midbrain	Midbrain	Splatter	32	Splatter	MidB
SC	361	19	0.000635302771926305	Midbrain	Midbrain	Splatter	32	Splatter	MidB
PnEN	361	11	0.000231989201957145	Pons	Pons	Splatter	32	Splatter	Pons
HTHma-HTHtub	361	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Splatter	32	Splatter	HTH
PnAN	361	1	4.28283866546747e-05	Pons	Pons	Splatter	32	Splatter	Pons
PB	361	2	8.27985924239288e-05	Pons	Pons	Splatter	32	Splatter	Pons
CM-Pf	361	3	0.000123183050012318	Thalamus	Thalamus	Splatter	32	Splatter	Thal
LG	361	2	4.09366300966104e-05	Thalamus	Thalamus	Splatter	32	Splatter	Thal
CM	361	2	0.00015451174289246	Thalamus	Thalamus	Splatter	32	Splatter	Thal
DTg	361	5	0.000191607587660471	Pons	Pons	Splatter	32	Splatter	Pons
MoAN	361	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	32	Splatter	Medul
MD-Re	361	1	7.47272455537289e-05	Thalamus	Thalamus	Splatter	32	Splatter	Thal
VLN	361	1	3.68853970712995e-05	Thalamus	Thalamus	Splatter	32	Splatter	Thal
HTHpo-HTHso	361	1	4.99325910021471e-05	Hypothalamus	Hypothalamus	Splatter	32	Splatter	HTH
HTHtub	361	1	7.59128520458514e-05	Hypothalamus	Hypothalamus	Splatter	32	Splatter	HTH
CEN	361	1	2.34197522190215e-05	Amygdala	Amygdala	Splatter	32	Splatter	Amyg
CbDN	362	793	0.0152368142953214	Cerebellum	Cerebellum	Splatter	33	Splatter	CBL
DTg	362	549	0.0210385131251198	Pons	Pons	Splatter	33	Splatter	Pons
BNST	362	3	8.58786820484928e-05	Amygdala	Amygdala	Splatter	33	Splatter	Amyg
PAG-DR	362	46	0.0032638001986661	Midbrain	Midbrain	Splatter	33	Splatter	MidB
CMN	362	3	7.82656335603037e-05	Amygdala	Amygdala	Splatter	33	Splatter	Amyg
HTHso-HTHtub	362	3	0.000179072404942398	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
PTR	362	198	0.00765217391304348	Midbrain	Midbrain	Splatter	33	Splatter	MidB
PnEN	362	180	0.00379618694111692	Pons	Pons	Splatter	33	Splatter	Pons
PAG	362	167	0.00494170562821803	Midbrain	Midbrain	Splatter	33	Splatter	MidB
ETH	362	43	0.00176758334360998	Thalamus	Thalamus	Splatter	33	Splatter	Thal
HTHpo-HTHso	362	11	0.000549258501023618	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
PB	362	92	0.00380873525150072	Pons	Pons	Splatter	33	Splatter	Pons
PnAN	362	11	0.000471112253201422	Pons	Pons	Splatter	33	Splatter	Pons
IC	362	2	6.19080047050084e-05	Midbrain	Midbrain	Splatter	33	Splatter	MidB
ANC	362	3	9.58252148081899e-05	Thalamus	Thalamus	Splatter	33	Splatter	Thal
SN-RN	362	70	0.00142537161474242	Midbrain	Midbrain	Splatter	33	Splatter	MidB
PnRF	362	69	0.00139360155113912	Pons	Pons	Splatter	33	Splatter	Pons
SN	362	10	0.000168053104781111	Midbrain	Midbrain	Splatter	33	Splatter	MidB
SC	362	4	0.000133747951984485	Midbrain	Midbrain	Splatter	33	Splatter	MidB
GPe	362	4	7.86936848317923e-05	BasalForebrain	Basal_Forebrain	Splatter	33	Splatter	BasFB
GPi	362	3	8.83184173339614e-05	BasalForebrain	Basal_Forebrain	Splatter	33	Splatter	BasFB
HTHpo	362	1	6.67601308498565e-05	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
HTHma	362	3	0.000297059114763838	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
MoRF-MoEN	362	1	4.32525951557093e-05	Myelencephalon	Medulla	Splatter	33	Splatter	Medul
CM-Pf	362	2	8.21220333415455e-05	Thalamus	Thalamus	Splatter	33	Splatter	Thal
HTHma-HTHtub	362	9	0.000480563861597608	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
M1C	362	3	2.57342849300027e-05	CerebralCortex	Frontal_cortex	Splatter	33	Splatter	FrCx
MN	362	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
HTHtub	362	1	7.59128520458514e-05	Hypothalamus	Hypothalamus	Splatter	33	Splatter	HTH
MG	362	2	0.000140587656403768	Thalamus	Thalamus	Splatter	33	Splatter	Thal
MoSR	362	1	7.34052704984218e-05	Myelencephalon	Medulla	Splatter	33	Splatter	Medul
ANC	363	952	0.0304085348324656	Thalamus	Thalamus	Splatter	34	Splatter	Thal
SEP	363	308	0.00754624525297072	BasalForebrain	Basal_Forebrain	Splatter	34	Splatter	BasFB
BNST	363	99	0.00283399650760026	Amygdala	Amygdala	Splatter	34	Splatter	Amyg
CMN	363	3	7.82656335603037e-05	Amygdala	Amygdala	Splatter	34	Splatter	Amyg
HTHpo-HTHso	363	82	0.00409447246217606	Hypothalamus	Hypothalamus	Splatter	34	Splatter	HTH
AON	363	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	34	Splatter	PalCx
VA	363	2	0.000233290563396711	Thalamus	Thalamus	Splatter	34	Splatter	Thal
Pir	363	2	5.41403860209523e-05	CerebralCortex	Paleo_cortex	Splatter	34	Splatter	PalCx
GPe	363	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Splatter	34	Splatter	BasFB
HTHpo	363	11	0.000734361439348421	Hypothalamus	Hypothalamus	Splatter	34	Splatter	HTH
HTHso-HTHtub	363	14	0.000835671223064526	Hypothalamus	Hypothalamus	Splatter	34	Splatter	HTH
SN	363	1	1.68053104781111e-05	Midbrain	Midbrain	Splatter	34	Splatter	MidB
HTHtub	363	3	0.000227738556137554	Hypothalamus	Hypothalamus	Splatter	34	Splatter	HTH
PTR	363	1	3.86473429951691e-05	Midbrain	Midbrain	Splatter	34	Splatter	MidB
MTG	363	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Splatter	34	Splatter	TempCx
Pul	363	1	2.1527134953609e-05	Thalamus	Thalamus	Splatter	34	Splatter	Thal
IC	364	7017	0.217204234507522	Midbrain	Midbrain	Splatter	35	Splatter	MidB
SC	364	125	0.00417962349951516	Midbrain	Midbrain	Splatter	35	Splatter	MidB
MG	364	17	0.00119499507943203	Thalamus	Thalamus	Splatter	35	Splatter	Thal
PTR	364	11	0.00042512077294686	Midbrain	Midbrain	Splatter	35	Splatter	MidB
DTg	364	2	7.66430350641885e-05	Pons	Pons	Splatter	35	Splatter	Pons
PAG	364	5	0.000147955258329881	Midbrain	Midbrain	Splatter	35	Splatter	MidB
SN-RN	364	6	0.000122174709835064	Midbrain	Midbrain	Splatter	35	Splatter	MidB
PAG-DR	364	5	0.000354760891159359	Midbrain	Midbrain	Splatter	35	Splatter	MidB
PnRF	364	1	2.01971239295524e-05	Pons	Pons	Splatter	35	Splatter	Pons
MoRF-MoEN	364	2	8.65051903114187e-05	Myelencephalon	Medulla	Splatter	35	Splatter	Medul
MoAN	364	5	0.000183755972069092	Myelencephalon	Medulla	Splatter	35	Splatter	Medul
PB	364	2	8.27985924239288e-05	Pons	Pons	Splatter	35	Splatter	Pons
M1C	364	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Splatter	35	Splatter	FrCx
IO	364	1	4.64381907680877e-05	Myelencephalon	Medulla	Splatter	35	Splatter	Medul
PAG-DR	365	1703	0.120831559528878	Midbrain	Midbrain	Splatter	36	Splatter	MidB
MoRF-MoEN	365	3244	0.140311418685121	Myelencephalon	Medulla	Splatter	36	Splatter	Medul
MoSR	365	1032	0.0757542391543713	Myelencephalon	Medulla	Splatter	36	Splatter	Medul
MoAN	365	507	0.018632855567806	Myelencephalon	Medulla	Splatter	36	Splatter	Medul
PnEN	365	3606	0.0760502783870424	Pons	Pons	Splatter	36	Splatter	Pons
HTHso-HTHtub	365	51	0.00304423088402077	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
PAG	365	2915	0.0862579156063207	Midbrain	Midbrain	Splatter	36	Splatter	MidB
SN-RN	365	1013	0.0206271635104867	Midbrain	Midbrain	Splatter	36	Splatter	MidB
VLN	365	207	0.00763527719375899	Thalamus	Thalamus	Splatter	36	Splatter	Thal
PnRF	365	1933	0.0390410405558249	Pons	Pons	Splatter	36	Splatter	Pons
M1C	365	79	0.000677669503156739	CerebralCortex	Frontal_cortex	Splatter	36	Splatter	FrCx
PB	365	2121	0.0878079072655765	Pons	Pons	Splatter	36	Splatter	Pons
STH	365	9	0.000446384287273088	Thalamus	Thalamus	Splatter	36	Splatter	Thal
LG	365	310	0.00634517766497462	Thalamus	Thalamus	Splatter	36	Splatter	Thal
IC	365	441	0.0136507150374543	Midbrain	Midbrain	Splatter	36	Splatter	MidB
SpC	365	340	0.014055394791236	SpinalCord	SpC	Splatter	36	Splatter	SC
HTHma-HTHtub	365	120	0.00640751815463477	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
SC	365	166	0.00555054000735614	Midbrain	Midbrain	Splatter	36	Splatter	MidB
HTHma	365	221	0.0218833547876027	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
DTg	365	3862	0.147997700708948	Pons	Pons	Splatter	36	Splatter	Pons
SN	365	330	0.00554575245777666	Midbrain	Midbrain	Splatter	36	Splatter	MidB
PTR	365	1898	0.0733526570048309	Midbrain	Midbrain	Splatter	36	Splatter	MidB
GPi	365	17	0.000500471031559115	BasalForebrain	Basal_Forebrain	Splatter	36	Splatter	BasFB
CM-Pf	365	702	0.0288248337028825	Thalamus	Thalamus	Splatter	36	Splatter	Thal
MG	365	168	0.0118093631379165	Thalamus	Thalamus	Splatter	36	Splatter	Thal
PnAN	365	547	0.0234271275001071	Pons	Pons	Splatter	36	Splatter	Pons
HTHpo-HTHso	365	66	0.00329555100614171	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
ETH	365	97	0.00398733917046903	Thalamus	Thalamus	Splatter	36	Splatter	Thal
CM	365	11	0.000849814585908529	Thalamus	Thalamus	Splatter	36	Splatter	Thal
IO	365	18	0.000835887433825578	Myelencephalon	Medulla	Splatter	36	Splatter	Medul
MN	365	10	0.000355176700408453	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
ANC	365	155	0.00495096943175648	Thalamus	Thalamus	Splatter	36	Splatter	Thal
VPL	365	8	0.00116329794968736	Thalamus	Thalamus	Splatter	36	Splatter	Thal
CA1	365	1	2.55447416149386e-05	Hippocampus	Hippocampus	Splatter	36	Splatter	HC
BNST	365	31	0.000887413047834426	Amygdala	Amygdala	Splatter	36	Splatter	Amyg
CEN	365	7	0.000163938265533151	Amygdala	Amygdala	Splatter	36	Splatter	Amyg
PN	365	3	8.91768972384888e-05	Pons	Pons	Splatter	36	Splatter	Pons
SI	365	7	0.0001832220913493	BasalForebrain	Basal_Forebrain	Splatter	36	Splatter	BasFB
SEP	365	16	0.000392012740414063	BasalForebrain	Basal_Forebrain	Splatter	36	Splatter	BasFB
Pir	365	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Splatter	36	Splatter	PalCx
HTHpo	365	7	0.000467320915948995	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
HTHtub	365	27	0.00204964700523799	Hypothalamus	Hypothalamus	Splatter	36	Splatter	HTH
RN	365	12	0.00254560882477726	Midbrain	Midbrain	Splatter	36	Splatter	MidB
VA	365	1	0.000116645281698355	Thalamus	Thalamus	Splatter	36	Splatter	Thal
GPe	365	35	0.000688569742278182	BasalForebrain	Basal_Forebrain	Splatter	36	Splatter	BasFB
CMN	365	10	0.000260885445201012	Amygdala	Amygdala	Splatter	36	Splatter	Amyg
MD-Re	365	2	0.000149454491107458	Thalamus	Thalamus	Splatter	36	Splatter	Thal
CbDN	365	6	0.000115284849649342	Cerebellum	Cerebellum	Splatter	36	Splatter	CBL
DGR-CA4Rpy	365	1	3.35795836131632e-05	Hippocampus	Hippocampus	Splatter	36	Splatter	HC
BM	365	1	3.21646831778707e-05	Amygdala	Amygdala	Splatter	36	Splatter	Amyg
CA1C-CA3C	365	1	2.71105568508377e-05	Hippocampus	Hippocampus	Splatter	36	Splatter	HC
MD	365	1	4.78102887741442e-05	Thalamus	Thalamus	Splatter	36	Splatter	Thal
Pul	365	1	2.1527134953609e-05	Thalamus	Thalamus	Splatter	36	Splatter	Thal
LP-VPL	365	3	0.000169875424688562	Thalamus	Thalamus	Splatter	36	Splatter	Thal
MoSR	366	121	0.00888203773030904	Myelencephalon	Medulla	Splatter	37	Splatter	Medul
PnRF	366	113	0.00228227500403943	Pons	Pons	Splatter	37	Splatter	Pons
SC	366	973	0.032534189320226	Midbrain	Midbrain	Splatter	37	Splatter	MidB
PnEN	366	558	0.0117681795174625	Pons	Pons	Splatter	37	Splatter	Pons
PTR	366	1362	0.0526376811594203	Midbrain	Midbrain	Splatter	37	Splatter	MidB
ANC	366	68	0.00217203820231897	Thalamus	Thalamus	Splatter	37	Splatter	Thal
PAG	366	1973	0.0583831449369711	Midbrain	Midbrain	Splatter	37	Splatter	MidB
CoA	366	5	0.000463907960660605	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
DTg	366	455	0.0174362904771029	Pons	Pons	Splatter	37	Splatter	Pons
ETH	366	1035	0.0425453200147984	Thalamus	Thalamus	Splatter	37	Splatter	Thal
PB	366	972	0.0402401159180294	Pons	Pons	Splatter	37	Splatter	Pons
SN	366	30	0.000504159314343333	Midbrain	Midbrain	Splatter	37	Splatter	MidB
PAG-DR	366	909	0.0644955300127714	Midbrain	Midbrain	Splatter	37	Splatter	MidB
IC	366	948	0.029344394230174	Midbrain	Midbrain	Splatter	37	Splatter	MidB
SEP	366	7	0.000171505573931153	BasalForebrain	Basal_Forebrain	Splatter	37	Splatter	BasFB
VLN	366	4	0.000147541588285198	Thalamus	Thalamus	Splatter	37	Splatter	Thal
Pir	366	6	0.000162421158062857	CerebralCortex	Paleo_cortex	Splatter	37	Splatter	PalCx
MD-Re	366	185	0.0138245404274398	Thalamus	Thalamus	Splatter	37	Splatter	Thal
CM-Pf	366	201	0.00825326435082533	Thalamus	Thalamus	Splatter	37	Splatter	Thal
CMN	366	32	0.000834833424643239	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
BL	366	4	0.000113362618676491	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
MoRF-MoEN	366	246	0.0106401384083045	Myelencephalon	Medulla	Splatter	37	Splatter	Medul
CA1	366	3	7.66342248448157e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
MD	366	27	0.00129087779690189	Thalamus	Thalamus	Splatter	37	Splatter	Thal
CEN	366	23	0.000538654301037495	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
PnAN	366	102	0.00436849543877682	Pons	Pons	Splatter	37	Splatter	Pons
MG	366	95	0.00667791367917897	Thalamus	Thalamus	Splatter	37	Splatter	Thal
CA1R-CA2R-CA3R	366	2	6.96281854894862e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
SN-RN	366	137	0.0027896558745673	Midbrain	Midbrain	Splatter	37	Splatter	MidB
SI	366	5	0.000130872922392357	BasalForebrain	Basal_Forebrain	Splatter	37	Splatter	BasFB
HTHtub	366	9	0.000683215668412662	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
CbDN	366	59	0.0011336343548852	Cerebellum	Cerebellum	Splatter	37	Splatter	CBL
MoAN	366	120	0.00441014332965821	Myelencephalon	Medulla	Splatter	37	Splatter	Medul
TF	366	1	3.13489451079971e-05	CerebralCortex	Temporal_cortex	Splatter	37	Splatter	TempCx
DGR-CA4	366	1	9.60522524253194e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
M1C	366	12	0.000102937139720011	CerebralCortex	Frontal_cortex	Splatter	37	Splatter	FrCx
BNST	366	24	0.000687029456387943	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
A35-A36	366	2	8.42743974380583e-05	CerebralCortex	Temporal_cortex	Splatter	37	Splatter	TempCx
CA1U-CA2U-CA3U	366	7	0.00018464297961014	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
MEC	366	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Splatter	37	Splatter	TempCx
Pul	366	1	2.1527134953609e-05	Thalamus	Thalamus	Splatter	37	Splatter	Thal
IO	366	18	0.000835887433825578	Myelencephalon	Medulla	Splatter	37	Splatter	Medul
CM	366	45	0.00347651421508035	Thalamus	Thalamus	Splatter	37	Splatter	Thal
HTHma	366	24	0.0023764729181107	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
GPe	366	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Splatter	37	Splatter	BasFB
TH-TL	366	1	2.45839172013669e-05	CerebralCortex	Limbic_cortex	Splatter	37	Splatter	LimCx
HTHpo-HTHso	366	32	0.00159784291206871	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
MN	366	5	0.000177588350204227	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
HTHpo	366	3	0.000200280392549569	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
FI	366	1	2.8613121977739e-05	CerebralCortex	Frontal_cortex	Splatter	37	Splatter	FrCx
LEC	366	1	3.0539013589861e-05	CerebralCortex	Temporal_cortex	Splatter	37	Splatter	TempCx
NAC	366	11	0.000365060400902695	BasalForebrain	Basal_Forebrain	Splatter	37	Splatter	BasFB
GPi	366	2	5.88789448893076e-05	BasalForebrain	Basal_Forebrain	Splatter	37	Splatter	BasFB
DGU-CA4Upy	366	1	2.82885431400283e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
BM	366	6	0.000192988099067224	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
A1C	366	1	3.04971027752364e-05	CerebralCortex	Temporal_cortex	Splatter	37	Splatter	TempCx
CA4C-DGC	366	2	3.54817535082584e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
HTHso-HTHtub	366	3	0.000179072404942398	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
HTHma-HTHtub	366	11	0.000587355830841521	Hypothalamus	Hypothalamus	Splatter	37	Splatter	HTH
LG	366	8	0.000163746520386442	Thalamus	Thalamus	Splatter	37	Splatter	Thal
DGR-CA4Rpy	366	1	3.35795836131632e-05	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
LP-VPL	366	5	0.00028312570781427	Thalamus	Thalamus	Splatter	37	Splatter	Thal
CA3R	366	4	0.000495233378729726	Hippocampus	Hippocampus	Splatter	37	Splatter	HC
RN	366	2	0.000424268137462877	Midbrain	Midbrain	Splatter	37	Splatter	MidB
SpC	366	3	0.000124018189334436	SpinalCord	SpC	Splatter	37	Splatter	SC
La	366	1	3.45017940932929e-05	Amygdala	Amygdala	Splatter	37	Splatter	Amyg
AON	366	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	37	Splatter	PalCx
PN	366	1	2.97256324128296e-05	Pons	Pons	Splatter	37	Splatter	Pons
IC	367	1191	0.0368662168018325	Midbrain	Midbrain	Splatter	38	Splatter	MidB
SC	367	1563	0.0522620122379376	Midbrain	Midbrain	Splatter	38	Splatter	MidB
PAG-DR	367	245	0.0173832836668086	Midbrain	Midbrain	Splatter	38	Splatter	MidB
PTR	367	313	0.0120966183574879	Midbrain	Midbrain	Splatter	38	Splatter	MidB
PnEN	367	1	2.10899274506496e-05	Pons	Pons	Splatter	38	Splatter	Pons
PAG	367	617	0.0182576788779073	Midbrain	Midbrain	Splatter	38	Splatter	MidB
LG	367	2	4.09366300966104e-05	Thalamus	Thalamus	Splatter	38	Splatter	Thal
SN-RN	367	6	0.000122174709835064	Midbrain	Midbrain	Splatter	38	Splatter	MidB
MG	367	101	0.00709967664839027	Thalamus	Thalamus	Splatter	38	Splatter	Thal
ETH	367	2	8.22131787725573e-05	Thalamus	Thalamus	Splatter	38	Splatter	Thal
CMN	367	2	5.21770890402025e-05	Amygdala	Amygdala	Splatter	38	Splatter	Amyg
CM	367	2	0.00015451174289246	Thalamus	Thalamus	Splatter	38	Splatter	Thal
MoRF-MoEN	367	1	4.32525951557093e-05	Myelencephalon	Medulla	Splatter	38	Splatter	Medul
PB	367	4	0.000165597184847858	Pons	Pons	Splatter	38	Splatter	Pons
GPe	367	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Splatter	38	Splatter	BasFB
SN	367	2	3.36106209562222e-05	Midbrain	Midbrain	Splatter	38	Splatter	MidB
PnRF	367	2	4.03942478591049e-05	Pons	Pons	Splatter	38	Splatter	Pons
CEN	367	1	2.34197522190215e-05	Amygdala	Amygdala	Splatter	38	Splatter	Amyg
DTg	367	7	0.00026825062272466	Pons	Pons	Splatter	38	Splatter	Pons
MoSR	367	1	7.34052704984218e-05	Myelencephalon	Medulla	Splatter	38	Splatter	Medul
Pir	367	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Splatter	38	Splatter	PalCx
ETH	368	1071	0.0440251572327044	Thalamus	Thalamus	Splatter	39	Splatter	Thal
SN-RN	368	129	0.00262675626145388	Midbrain	Midbrain	Splatter	39	Splatter	MidB
PTR	368	2604	0.10063768115942	Midbrain	Midbrain	Splatter	39	Splatter	MidB
PAG	368	1968	0.0582351896786412	Midbrain	Midbrain	Splatter	39	Splatter	MidB
MG	368	163	0.0114578939969071	Thalamus	Thalamus	Splatter	39	Splatter	Thal
PAG-DR	368	1113	0.0789697743720732	Midbrain	Midbrain	Splatter	39	Splatter	MidB
CM-Pf	368	40	0.00164244066683091	Thalamus	Thalamus	Splatter	39	Splatter	Thal
DTg	368	49	0.00187775435907262	Pons	Pons	Splatter	39	Splatter	Pons
IC	368	1705	0.0527765740110196	Midbrain	Midbrain	Splatter	39	Splatter	MidB
PnRF	368	17	0.000343351106802391	Pons	Pons	Splatter	39	Splatter	Pons
SC	368	1637	0.0547363493496506	Midbrain	Midbrain	Splatter	39	Splatter	MidB
MoSR	368	7	0.000513836893488953	Myelencephalon	Medulla	Splatter	39	Splatter	Medul
SN	368	14	0.000235274346693555	Midbrain	Midbrain	Splatter	39	Splatter	MidB
ANC	368	43	0.00137349474558405	Thalamus	Thalamus	Splatter	39	Splatter	Thal
LG	368	10	0.000204683150483052	Thalamus	Thalamus	Splatter	39	Splatter	Thal
MoAN	368	4	0.000147004777655274	Myelencephalon	Medulla	Splatter	39	Splatter	Medul
PnEN	368	50	0.00105449637253248	Pons	Pons	Splatter	39	Splatter	Pons
MoRF-MoEN	368	23	0.000994809688581315	Myelencephalon	Medulla	Splatter	39	Splatter	Medul
PB	368	48	0.00198716621817429	Pons	Pons	Splatter	39	Splatter	Pons
HTHma-HTHtub	368	3	0.000160187953865869	Hypothalamus	Hypothalamus	Splatter	39	Splatter	HTH
BNST	368	17	0.000486645864941459	Amygdala	Amygdala	Splatter	39	Splatter	Amyg
Pul	368	4	8.61085398144361e-05	Thalamus	Thalamus	Splatter	39	Splatter	Thal
HTHpo-HTHso	368	3	0.000149797773006441	Hypothalamus	Hypothalamus	Splatter	39	Splatter	HTH
CM	368	58	0.00448084054388133	Thalamus	Thalamus	Splatter	39	Splatter	Thal
MD-Re	368	66	0.00493199820654611	Thalamus	Thalamus	Splatter	39	Splatter	Thal
GPe	368	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Splatter	39	Splatter	BasFB
HTHso-HTHtub	368	1	5.96908016474661e-05	Hypothalamus	Hypothalamus	Splatter	39	Splatter	HTH
BM	368	1	3.21646831778707e-05	Amygdala	Amygdala	Splatter	39	Splatter	Amyg
HTHma	368	1	9.90197049212793e-05	Hypothalamus	Hypothalamus	Splatter	39	Splatter	HTH
CbDN	368	1	1.92141416082237e-05	Cerebellum	Cerebellum	Splatter	39	Splatter	CBL
PnAN	368	4	0.000171313546618699	Pons	Pons	Splatter	39	Splatter	Pons
MD	368	2	9.56205775482884e-05	Thalamus	Thalamus	Splatter	39	Splatter	Thal
SC	369	1177	0.0393553348714348	Midbrain	Midbrain	Splatter	40	Splatter	MidB
PTR	369	1256	0.0485410628019324	Midbrain	Midbrain	Splatter	40	Splatter	MidB
PAG	369	63	0.0018642362549565	Midbrain	Midbrain	Splatter	40	Splatter	MidB
PAG-DR	369	184	0.0130552007946644	Midbrain	Midbrain	Splatter	40	Splatter	MidB
IC	369	186	0.00575744443756578	Midbrain	Midbrain	Splatter	40	Splatter	MidB
CMN	369	3	7.82656335603037e-05	Amygdala	Amygdala	Splatter	40	Splatter	Amyg
MG	369	12	0.000843525938422607	Thalamus	Thalamus	Splatter	40	Splatter	Thal
ANC	369	4	0.000127766953077587	Thalamus	Thalamus	Splatter	40	Splatter	Thal
Pul	369	6	0.000129162809721654	Thalamus	Thalamus	Splatter	40	Splatter	Thal
MD	369	1	4.78102887741442e-05	Thalamus	Thalamus	Splatter	40	Splatter	Thal
PnRF	369	4	8.07884957182097e-05	Pons	Pons	Splatter	40	Splatter	Pons
CEN	369	3	7.02592566570646e-05	Amygdala	Amygdala	Splatter	40	Splatter	Amyg
MoRF-MoEN	369	7	0.000302768166089965	Myelencephalon	Medulla	Splatter	40	Splatter	Medul
CM-Pf	369	8	0.000328488133366182	Thalamus	Thalamus	Splatter	40	Splatter	Thal
A35-A36	369	1	4.21371987190292e-05	CerebralCortex	Temporal_cortex	Splatter	40	Splatter	TempCx
ETH	369	35	0.00143873062851975	Thalamus	Thalamus	Splatter	40	Splatter	Thal
DTg	369	4	0.000153286070128377	Pons	Pons	Splatter	40	Splatter	Pons
PB	369	6	0.000248395777271786	Pons	Pons	Splatter	40	Splatter	Pons
PnEN	369	4	8.43597098025983e-05	Pons	Pons	Splatter	40	Splatter	Pons
BNST	369	1	2.86262273494976e-05	Amygdala	Amygdala	Splatter	40	Splatter	Amyg
SN-RN	369	4	8.14498065567094e-05	Midbrain	Midbrain	Splatter	40	Splatter	MidB
M1C	369	2	1.71561899533352e-05	CerebralCortex	Frontal_cortex	Splatter	40	Splatter	FrCx
SN	369	1	1.68053104781111e-05	Midbrain	Midbrain	Splatter	40	Splatter	MidB
LG	369	2	4.09366300966104e-05	Thalamus	Thalamus	Splatter	40	Splatter	Thal
MD-Re	369	1	7.47272455537289e-05	Thalamus	Thalamus	Splatter	40	Splatter	Thal
PTR	370	287	0.0110917874396135	Midbrain	Midbrain	Splatter	41	Splatter	MidB
SC	370	2756	0.0921523389173103	Midbrain	Midbrain	Splatter	41	Splatter	MidB
M1C	370	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Splatter	41	Splatter	FrCx
